	id_directeur	liste_films	directeur
3049	nm1039140	[54150]	Masayuki Suzuki
3050	nm10395551	[272220]	Bharat Sunanda
3051	nm10398220	[571645]	Maciej Kawulski
3052	nm1040181	[432165, 195834]	Aigars Grauba
3053	nm10408012	[787174]	Stephen Scruffy Edgewood
3054	nm10420244	[543103]	Kyohei Yamaguchi
3055	nm10421835	[795793]	Yilin Dai
3056	nm10429652	[610150]	Tetsuro Kodama
3057	nm1043852	[493621]	Jacob Cooney
3058	nm1044139	[25580]	D. Edward Stanley
3059	nm10443573	[579557]	Zhihong Chen
3060	nm10446391	[1046532]	Luis Ansorena Hervés
3061	nm1044696	[418291, 300415]	Amr Arafa
3062	nm1045179	[499234]	Pema Dhondup
3063	nm10452899	[684780]	Qiuliang Xiang
3064	nm10452900	[684780]	Hesheng Xiang
3065	nm1045368	[264402]	Amir Galván Cervera
3066	nm10454673	[688266]	Rubal Chhina
3067	nm1045546	[673871]	JoJo Henrickson
3068	nm1045686	[85491]	Tae-won Jeong
3069	nm1045937	[45075]	Lee Joon-ik
3070	nm1045946	[23132]	Si-myung Lee
3071	nm1046044	[451199]	Gary Wing-Lun Mak
3072	nm10465405	[641911]	Morgan le Faucheur
3073	nm1046566	[312158]	Dustin Rikert
3074	nm1046595	[522144]	Namron
3075	nm1046640	[20782]	Parviz Saghizadeh
3076	nm10466813	[811945, 678391]	Sailesh Kolanu
3077	nm1047180	[408579, 373723, 51948, 103510, 139717]	William Winckler
3078	nm1047532	[535292]	Brian Kirk
3079	nm1048540	[23834, 131979]	Tae-gyun Kim
3080	nm1048572	[696428]	Jochen Taubert
3081	nm1049039	[568123]	Timo Rose
3082	nm1049433	[455108]	Lenny Abrahamson
3083	nm1049573	[621730]	Hinde Boujemaa
3084	nm1050097	[769466]	Isaki Lacuesta
3085	nm1050098	[12156, 788942, 484594, 377278, 72465, 121210, 334918]	Joachim Lafosse
3086	nm10509011	[832953]	Félix Dutilloy-Liégeois
3087	nm1051346	[50555]	Rie Rasmussen
3088	nm10517331	[833326]	Julie Lecoustre
3089	nm10520750	[898981]	Amar Hundal
3090	nm1052791	[9539, 21198, 476299, 86597]	Pascal Laugier
3091	nm10529107	[471113]	Naveen Nanjundan
3092	nm1054636	[440143]	Bailey Kobe
3093	nm1055105	[155973]	Madhur Bhandarkar
3094	nm1055220	[228492]	Thibaut Chatel
3095	nm10557360	[842139]	Charles Townsend
3096	nm1056059	[661078, 398786]	Rajeev Ravi
3097	nm1056097	[284417]	Pablo Rosenblatt
3098	nm1056120	[51455]	Tak Sakaguchi
3099	nm10564978	[590397]	Abhishek Dudhaiya
3100	nm1057019	[60512]	Pete Schuermann
3101	nm10570586	[606225]	Jacky Gan
3102	nm10579605	[1026836]	Imron Ayikayu
3103	nm1058259	[573560, 159124]	G.J. Echternkamp
3104	nm1058265	[423360]	Nurbek Egen
3105	nm1058695	[535389]	Kwang-shik Kim
3106	nm10587263	[644124]	Riccardo Chemello
3107	nm1059152	[81566]	Je-hyeon Park
3108	nm1059369	[211755]	Yûzô Satô
3109	nm1060017	[443487]	Richard Parry
3110	nm10610490	[571786]	Jung Da-Won
3111	nm10611363	[549787]	Takuya Kawasaki
3112	nm10611364	[549787]	Kazuhiko Hiramaki
3113	nm10614623	[643730]	Sagar
3114	nm1061623	[8276, 360287, 60650, 218993]	Philippe Claudel
3115	nm1061965	[227933]	José Eduardo Belmonte
3116	nm1061989	[51767]	Udo Blass
3117	nm1061993	[42757]	Christoffer Boe
3118	nm1062000	[833428, 64189, 72271, 173912, 299715]	Jérôme Bonnell
3119	nm1062463	[509730, 368940, 113594]	Vincent Kesteloot
3120	nm10625383	[1049233, 809968, 568637]	Daniel Markowicz
3121	nm1063017	[32229]	Tak-Sam Leong
3122	nm1064048	[353491]	Nikolaj Arcel
3123	nm1065068	[11572]	Chris Delaporte
3124	nm1065514	[83336]	Bruno-René Huchez
3125	nm10656050	[734322]	Baptiste Rouveure
3126	nm1065892	[44886, 59957, 125952, 286742]	Julie Lopes-Curval
3127	nm1066087	[387250]	Variety Moszynski
3128	nm1066396	[452416, 240160]	Ranjith
3129	nm1066739	[449455, 71485]	Yukihiko Tsutsumi
3130	nm1067862	[527089]	Phil Grabsky
3131	nm10678689	[993711]	K.S. Nandeesh
3132	nm1068186	[11494, 817451, 718444, 619278, 32985, 61012]	M.J. Bassett
3133	nm10686167	[593119]	Léo Bizeul
3134	nm1068982	[60222]	Claude Desrosiers
3135	nm1069826	[428378, 397486, 63669, 63670, 63671, 300983, 330629]	Gautham Vasudev Menon
3136	nm1070014	[68457, 134000]	Cheol-kwan Park
3137	nm10700391	[70149, 173150]	Marian Crisan
3138	nm10703358	[858892]	Guohan Hu
3139	nm10709088	[720272]	David Caviglioli
3140	nm1071849	[204436]	Stéphane Berla
3141	nm1071889	[528091]	Tony D'Aquino
3142	nm10730985	[838197]	Younuts
3143	nm1073965	[20718]	Jon Sherman
3144	nm10743477	[331112]	Zoltán Mayer
3145	nm1075853	[408255, 59992, 97447]	Raja Amari
3146	nm1076140	[32541]	Roberto Burchielli
3147	nm1076296	[10572, 37179]	Louis-Pascal Couvelaire
3148	nm10770267	[655831]	Archie Hekagery
3149	nm1077107	[27875]	Kankurô Kudô
3150	nm1077168	[8424, 961725, 359538, 51090, 74944]	Yann Samuell
3151	nm1077275	[70577]	Julien Magnat
3152	nm1077277	[69439, 82575]	N. Maharajan
3153	nm1077423	[594188]	Yoshiyuki Momose
3154	nm1077663	[68034, 323661]	Benoît Philippon
3155	nm1077873	[67813]	Thierry Schiel
3156	nm10781275	[657995]	Liju Krishna
3157	nm1078335	[25124]	Wing-Kin Yip
3158	nm10787106	[610737]	Park Ilho
3159	nm1078935	[52474]	Philippe Locquet
3160	nm1079050	[41441]	Yong-gyun Kim
3161	nm10793545	[712863]	Razneesh Ghai
3162	nm1079776	[408266]	George Nolfi
3163	nm10815333	[660047]	Zhe Zhang
3164	nm1081550	[995885]	Tearepa Kahi
3165	nm1081573	[207751]	Philippe Katerine
3166	nm1082555	[22291, 253709]	Asshu Trikha
3167	nm1082611	[551115]	Diederik Van Rooijen
3168	nm1082740	[19588, 33196, 84657]	JK Youn
3169	nm1083119	[17303]	Chris Stapp
3170	nm1083489	[234004]	Kevin Munroe
3171	nm1085012	[70863]	Garrett Brawith
3172	nm1085270	[227700]	Jorge Dorado
3173	nm1085510	[268523]	Benjamin Guedj
3174	nm10857692	[680986, 226846]	Karuna Kumar
3175	nm1086005	[254251]	Jason Makiaris
3176	nm10860764	[662876]	Ersin Çelik
3177	nm1086128	[68990]	Byeong-jin Min
3178	nm10868023	[658009]	Liming Li
3179	nm1086937	[61672]	Zep
3180	nm1086956	[12249, 21145, 920640, 495671, 358725, 37832, 61077, 70793, 290158]	Gustave Kervern
3181	nm10879834	[620249]	Mtjj
3182	nm10880739	[613200]	Zhiwei Deng
3183	nm10886649	[621004]	N. Rajasekar
3184	nm1088737	[22507]	Philippe Vidal
3185	nm1089736	[347984, 283322]	Toa Fraser
3186	nm1090067	[699046]	Jesse D. Ikeman
3187	nm1090998	[374452, 81527, 284051]	Cristi Puiu
3188	nm1091436	[657355]	Shigeharu Takahashi
3189	nm1092087	[545609]	Sam Hargrave
3190	nm1093050	[851527]	Thomas D. Moser
3191	nm10936706	[746800]	Ebram Nashaat
3192	nm1095625	[928202, 570260, 360638, 29379, 63989]	Ivan Calbérac
3193	nm1096212	[17825, 774600, 498247, 384371, 348745]	François Desagnat
3194	nm10963685	[742644]	Nehesh Poll
3195	nm1096471	[614971]	Ginevra Elkann
3196	nm10965293	[628577]	Vishwanath Arigela
3197	nm1098171	[892492, 570132, 50848, 147684]	Michel Leclerc
3198	nm10983687	[915765]	Vali Dobrogeanu
3199	nm1098377	[759507]	Sam Macaroni
3200	nm1098492	[252596]	Andreas Marschall
3201	nm1098493	[512195, 447200, 302699]	Rawson Marshall Thurber
3202	nm1098586	[84807]	Ra'up McGee
3203	nm1099640	[467679]	Yannick Renier
3204	nm1100028	[76861]	Vangelis Seitanidis
3205	nm11009161	[824424]	Boxun Li
3206	nm1101339	[41070]	Pål Øie
3207	nm1101793	[86198]	Terry Ito
3208	nm11018075	[889057]	Teja Marni
3209	nm1102455	[964898]	Sophie Boudre
3210	nm1103123	[128149]	Marcelo Gomes
3211	nm1103162	[1979, 9738, 11045, 486131, 168530, 323675]	Tim Story
3212	nm1103496	[167575]	BJ McDonnell
3213	nm11046058	[637997]	Tran Thanh Huy
3214	nm1104993	[387723, 26481, 37709, 82393, 135048, 232195, 289198]	Ernesto Díaz Espinoza
3215	nm1105160	[467539]	Marine Francen
3216	nm11061084	[516297]	Joon-Hyeong Heo
3217	nm1106163	[487611]	Antoine Raimbault
3218	nm11066046	[676159]	Narasimha
3219	nm1107016	[375872]	Joaquín Mazón
3220	nm11071153	[633146]	Satish Vegesna
3221	nm1108007	[420808]	David Lowery
3222	nm11082788	[635389]	Li Wei
3223	nm1108327	[903939]	Gôshô Aoyama
3224	nm1110037	[160045]	Pia Marais
3225	nm1110306	[24221, 175466]	Charlie Nguyen
3226	nm11108283	[1092689]	G. Karthik Reddy
3227	nm1110912	[14816, 591222, 437543, 381902, 25474, 28578, 45305, 117506, 119892, 331576]	Soi Cheang
3228	nm1112260	[233830]	K. Subhash
3229	nm1112848	[25864]	John E. Moyer
3230	nm1113528	[796185, 655082, 382593, 319341]	Martin Bourboulon
3231	nm1114894	[375343]	Ara Paiaya
3232	nm1115601	[189817]	Inigo Westmeier
3233	nm11156707	[551211]	Achinta Shankar
3234	nm1116914	[541883]	Nelson Lee
3235	nm1117318	[485164]	Elsa Amiel
3236	nm1117510	[483368, 53893]	Juliane Block
3237	nm1117808	[26232, 59213]	Juan Carlos Cremata Malberti
3238	nm1118351	[840326, 48395, 230179]	Jalmari Helander
3239	nm1119022	[1009116, 544510]	Alexis Michalik
3240	nm1119079	[441130, 26963, 110416]	Tomm Moore
3241	nm1119099	[340442]	Brendan Muldowney
3242	nm1119257	[45407]	Han-jun Park
3243	nm1119422	[339819]	Ravichandran
3244	nm1119478	[348060, 37905, 273467]	Benjamin Rocher
3245	nm11196979	[658113]	Ramana Teja
3246	nm1119868	[580600, 448779]	Eric Tosti
3247	nm1119869	[448779]	Jean-François Tosti
3248	nm1119880	[507086, 135397]	Colin Trevorrow
3249	nm1120092	[728118]	Jasmila Zbanic
3250	nm11202522	[1054791]	Lulu Diao
3251	nm1120902	[939338, 448779]	David Alaux
3252	nm11213783	[620769]	K.V. Kathirvelu
3253	nm11213854	[1002445]	Kamalakannan
3254	nm11213855	[922805]	S.K. Vettri Selvan
3255	nm11213891	[667255]	Manu Anand
3256	nm11215129	[920736]	Ritesh Rana
3257	nm11220764	[649956]	Rajrajan
3258	nm11224793	[658032]	K. Veerakumar
3259	nm1122650	[240243]	Kittikorn Liasirikun
3260	nm1122911	[14573]	Byung-chun Min
3261	nm11250529	[957992]	Hao Jin
3262	nm1125131	[9843, 11427, 226788]	Jean-Baptiste Andrea
3263	nm1125282	[545330]	Poul Berg
3264	nm1125305	[603104]	Vishal Desai
3265	nm1125458	[11427]	Fabrice Canepa
3266	nm1125646	[676586]	Anne-Laure Daffis
3267	nm1125677	[525526]	Anne Depétrini
3268	nm1125872	[30974]	Abel Ferry
3269	nm1126068	[491629]	Meghna Gulzar
3270	nm11262032	[504233, 456226]	Swami Rajalingam
3271	nm1126245	[377382]	Branko Istvancic
3272	nm1126346	[721452, 648043]	Wych Kaosayananda
3273	nm1126428	[432614, 65237]	Thierry Klifa
3274	nm1126519	[60236]	Evgeniy Lavrentev
3275	nm1126697	[676586]	Léo Marchand
3276	nm1126800	[319143]	Stéphane Meunier
3277	nm1126823	[107765]	Artan Minarolli
3278	nm1127653	[23830]	Massy Tadjedin
3279	nm1128037	[497828, 401246, 85743, 265189]	Ruben Östlund
3280	nm11286501	[718814]	Anandan .M.S.
3281	nm1129069	[585213]	Uri L. Schwarz
3282	nm1130859	[48559]	Darshan Bagga
3283	nm1130985	[1033219, 844636]	Noah Luke
3284	nm1131933	[138755]	Satyajit Bhatkal
3285	nm11319584	[965731]	Daisuke Ninomiya
3286	nm1132407	[764393]	Ahmed Hamidi
3287	nm1132447	[486520]	Julien Hervé
3288	nm1132506	[500321]	Royston Innes
3289	nm11335526	[688266]	Tru Makers
3290	nm1134029	[13258]	Garth Jennings
3291	nm11348714	[875104, 672829]	Zhelin Zhang
3292	nm1135265	[45585]	Olias Barco
3293	nm1136112	[76268]	Martial Fougeron
3294	nm1136191	[474298]	Marie Garel-Weiss
3295	nm1137289	[820692, 64450, 72985, 98203]	Brillante Mendoza
3296	nm1137409	[443959]	Javier Mujica
3297	nm1137945	[85087]	Laurent Salgues
3298	nm1138158	[412201]	Adrian Sitaru
3299	nm1138210	[947962, 589984, 579298]	Varante Soudjian
3300	nm11383558	[639743]	Stunt Mahesh
3301	nm1139726	[157350]	Neil Burger
3302	nm11397394	[614424]	Sergey Chernikov
3303	nm11397992	[847735]	Hui Tong
3304	nm1140275	[136418]	Steven Knight
3305	nm1140492	[81796]	James Mather
3306	nm1140699	[592776, 104234, 81302, 99398]	Rabah Ameur-Zaïmeche
3307	nm1141083	[13202, 44752, 77118]	Ryan Combs
3308	nm1141181	[582206, 112198, 300839]	Matthieu Delaporte
3309	nm1141238	[122174]	Sinisa Dragin
3310	nm1141338	[489170]	Vanessa Filho
3311	nm11416171	[664345]	Leo Lewis Liao
3312	nm1142058	[890316]	Daishi Matsunaga
3313	nm1142073	[375366]	Colm McCarthy
3314	nm1144368	[711572]	Danny Parker-Lopes
3315	nm11448877	[885240]	Pragabhal
3316	nm1145578	[17581, 20982, 239529]	Hajime Kamegaki
3317	nm1146032	[532788]	Travis Pastrana
3318	nm1146102	[65818]	Razvan Radulescu
3319	nm1146209	[496349]	Hidekazu Sato
3320	nm1147588	[89584]	Faruk Aksoy
3321	nm1147848	[12170, 61076, 80015, 204768]	Frédéric Berthe
3322	nm11496454	[1028024, 746752]	Jérémie Levypon
3323	nm1150459	[382651]	Eric Petey
3324	nm1151268	[478113]	Pini Tavger
3325	nm11516538	[694228]	Yi Lin
3326	nm1151780	[489939]	Suzi Yoonessi
3327	nm1152178	[193726]	Robert Morgan
3328	nm11541189	[883768]	Ga-Hee Im
3329	nm1155314	[1000073, 838916, 613367, 52043, 341742]	Philippe Guillard
3330	nm1155348	[469651]	Iram Haq
3331	nm11557967	[774099]	Maurquis Boone
3332	nm1156199	[766931, 480823]	Alex Ranarivelo
3333	nm11569223	[889456]	Alex Power
3334	nm11572175	[616139]	Cheng Weiping
3335	nm11580686	[1046157]	Abdullah Al-Arak
3336	nm1158974	[26998]	Jean-Luc François
3337	nm11595610	[966220]	Marian Bushan
3338	nm11595993	[704235]	Channel Choi
3339	nm1159646	[26700]	Víctor Maldonado
3340	nm1159782	[14003, 37048, 304023]	Seiji Mizushima
3341	nm1160374	[466550]	Tarun Mansukhani
3342	nm1160484	[433467, 408579]	Kiyotaka Taguchi
3343	nm1160487	[44667]	Kazuhiro Takamura
3344	nm1160648	[44306, 44531]	Micha Wald
3345	nm1160749	[85321]	Sampson Yuen
3346	nm1160962	[791155, 605116]	Henry Joost
3347	nm11617021	[901405]	Lucas Pastor
3348	nm1161707	[1094066]	Jason Rudy
3349	nm1161933	[289026]	Paul Cowan
3350	nm1161979	[102629]	Eduardo Rodriguez
3351	nm11626919	[832953]	Marguerite de Hillerin
3352	nm1163264	[375588]	Otto Bathurst
3353	nm1164755	[1620, 13492, 467673, 428399]	Xavier Gens
3354	nm1164782	[49389]	Marc Gibaja
3355	nm1164861	[339846]	Seth Gordon
3356	nm1165576	[19187]	Jonathan Kesselman
3357	nm1165953	[30112]	Yu Li
3358	nm1166131	[345594]	Stéphane Malandrin
3359	nm1166154	[27434]	Amir Mann
3360	nm11662521	[682600]	Yi Huang
3361	nm1167415	[958736, 294458]	Thomas Salvador
3362	nm1167591	[606935, 69670, 151351]	Shafi
3363	nm1167656	[69624]	Silambarasan Rajendar
3364	nm1167933	[605886, 78237]	Damián Szifron
3365	nm1168564	[23538, 49214, 297721]	Ha Yoo
3366	nm1168657	[429174]	Andrey Zvyagintsev
3367	nm11693573	[669748]	Shixing Xu
3368	nm11693574	[669748]	Simon Zhao
3369	nm1170339	[629176, 294652]	Julius Avery
3370	nm1170855	[399361, 152747]	J.C. Chandor
3371	nm1173340	[135204]	Priit Tender
3372	nm11739451	[44502]	Weiser Quay
3373	nm1174251	[526896, 59961]	Daniel Espinosa
3374	nm11743078	[770391]	Raghavendra Varma Indukuri
3375	nm11744289	[628755]	Xinyu Qiu
3376	nm11744290	[628755]	Kaiyi Liu
3377	nm1174756	[809488, 40421]	Pascal-Alex Vincent
3378	nm1175128	[550315]	Clint Butler
3379	nm11754242	[76349]	Wei Li
3380	nm1175459	[411003]	Thierry Frémaux
3381	nm1175497	[613319, 384112]	Cyril Gelblat
3382	nm1175663	[965731]	Norihisa Hiranuma
3383	nm1175724	[13964, 460082, 443780, 39260, 51455, 85656, 110345]	Noboru Iguchi
3384	nm1176219	[582880, 364002]	João Nicolau
3385	nm1177975	[397014]	Wei Xu
3386	nm11784136	[680765]	Zhaosheng Huang
3387	nm11794119	[993998]	Chen Cheng
3388	nm1179457	[695973, 627715, 531597]	Milap Zaveri
3389	nm11807076	[307916]	Sukh Dhillon
3390	nm1180774	[618206]	Keren Ben Rafael
3391	nm1180915	[675054]	Chava Cartas
3392	nm1181534	[382220, 57271, 204553]	Ui-seok Jo
3393	nm1182611	[1036561, 218266]	Pearry Reginald Teo
3394	nm1182776	[37633]	Bernard Werber
3395	nm1183062	[287509]	Stefan Liberski
3396	nm1184629	[32159, 320150]	Ho Choi
3397	nm11847547	[737380]	David Eggman
3398	nm1186589	[84819]	Chi-Man Wan
3399	nm1186703	[980180, 555817]	Erik de Castro
3400	nm11874998	[801604, 602305]	Johnny Chae
3401	nm1189197	[872709, 735697, 638965, 582883, 474331, 45649, 49084, 158990, 179150]	Quentin Dupieux
3402	nm1189201	[641228]	Patrick Durham
3403	nm1189376	[14194, 17478]	Sanjay Gadhvi
3404	nm1189755	[491926, 25956]	Jonathan Jakubowicz
3405	nm1189816	[655313, 284051]	Kamen Kalev
3406	nm11900680	[748618]	Eli King
3407	nm1190532	[484901, 283708]	David Oelhoffen
3408	nm1190574	[260646]	Jacques Ouaniche
3409	nm11914138	[800046]	Koushik Pegallapati
3410	nm1191481	[500664]	Leigh Whannell
3411	nm11922758	[893597]	Ashok Teja
3412	nm1193346	[3511, 351339, 158091]	Sean Ellis
3413	nm1193701	[20200, 613319]	Tristan Aurouet
3414	nm1194101	[820694, 61893, 287578]	Patric Chiha
3415	nm1194320	[363343, 41107]	Rahul Dholakia
3416	nm1194496	[57186]	Stevan Filipovic
3417	nm1194585	[622766]	Tamae Garateguy
3418	nm11948405	[923192]	Wenxiong Xing
3419	nm1195064	[534366]	Ana Katz
3420	nm1195308	[444404, 51548]	Diego Lerman
3421	nm1195601	[11373]	Dusan Milic
3422	nm1195760	[14576]	Damian Nieman
3423	nm1196102	[348807, 112241]	Rajsekhar
3424	nm1196161	[2012, 17247, 389218, 103689]	Carlos Reygadas
3425	nm1196794	[8736, 15942]	Olivier Van Hoofstadt
3426	nm1197001	[247150]	Marcella Zalianty
3427	nm11978956	[1008025]	Meto Ege
3428	nm1197942	[458257]	Tsz-Chun Lee
3429	nm1197963	[309539]	Philippe Kohly
3430	nm1197971	[1534, 37430]	Marcus Nispel
3431	nm1198829	[22136]	Ned Adams
3432	nm11988725	[686453]	Xuekai Yan
3433	nm1199305	[590986, 360994, 57386]	Anne Giafferi
3434	nm1199954	[14041, 178809]	Jeff Renfroe
3435	nm12001839	[778636]	Taiki Sakpisit
3436	nm1200832	[46369, 46412, 56534]	Mani Shankar
3437	nm12016644	[757776]	Vinoth Rajendran
3438	nm1201869	[462503]	Olivier Ayache-Vidal
3439	nm1201875	[6077, 461158]	Géla Babluani
3440	nm1201906	[659988]	Antoine Barraud
3441	nm1202695	[216223]	Riccardo Gabrielli R.
3442	nm1202716	[15435, 381262, 83801, 320318]	Vincent Garenq
3443	nm1203138	[353879, 348892, 30244, 85985]	Kabir Khan
3444	nm1203781	[429450, 58498]	Jeong-woo Park
3445	nm1204568	[13249]	David Von Ancken
3446	nm1204790	[211528]	Sacha Bennett
3447	nm1205561	[217033, 286114]	Sarah Leonor
3448	nm12070249	[959323]	Wilfred La Salle
3449	nm1207607	[879371]	Chander Sharma
3450	nm12084033	[813313]	Frank Xiang
3451	nm12096127	[741559]	Zhou Zhong
3452	nm12097234	[729551]	Li Bin
3453	nm1210118	[751820, 334138]	Ho-Leung Lau
3454	nm12103970	[764516]	Flávia Neves
3455	nm1211787	[608954, 255913]	Rodolphe Lauga
3456	nm1212112	[79545]	Drew Johnson
3457	nm1212514	[191805]	Bharat Bala
3458	nm1212903	[59457, 110383]	Benedek Fliegauf
3459	nm12133117	[391765]	Naseeb Sngh
3460	nm12135964	[800383, 673692]	Nelson Dilipkumar
3461	nm1213790	[567801]	Roman Prygunov
3462	nm12146205	[970867]	Marya Zarif
3463	nm1216495	[19506, 960704, 960700, 426285, 67818]	Fumihiko Sori
3464	nm1216554	[24048]	David Gleeson
3465	nm12168514	[900042]	Jk
3466	nm1216990	[919336]	Nabh Kumar 'Raju'
3467	nm1217362	[589521]	Katsuhide Motoki
3468	nm1217914	[891010]	S.R. Shekhar
3469	nm1218281	[634649, 429617, 254251, 315635]	Jon Watts
3470	nm12198213	[1050659]	Steven Clawson
3471	nm1219963	[10832, 892527, 420950, 173185]	David Moreau
3472	nm1220140	[333669]	James Watkins
3473	nm1220246	[65518, 69499, 69638]	Bala
3474	nm1221634	[13277]	Justin Rhodes
3475	nm12228473	[797501, 686329]	Yingli Zhang
3476	nm12228474	[797501]	Haonan Chen
3477	nm1223126	[395444]	Lee Chambers
3478	nm12237941	[380764]	Agus Hermansyah Mawardy
3479	nm1224299	[10555, 447404]	Rob Letterman
3480	nm1224429	[392344]	Nitya Mehra
3481	nm1224554	[63154]	Vladan Nikolic
3482	nm1224879	[44613, 287767]	Pradeep Sarkar
3483	nm1225253	[496349]	Kenji Yasuda
3484	nm1226290	[1436, 408620, 200085]	Kim Sung-su
3485	nm1226525	[26274]	Jim Doyle
3486	nm1226871	[198663, 294254, 336843]	Wes Ball
3487	nm1227232	[330982]	Brady Corbet
3488	nm1228287	[204681]	Nicolas Mercier
3489	nm1229177	[217527]	Tim Van Someren
3490	nm1229520	[615678]	Ben Falcone
3491	nm1230733	[774714]	Mike Burns
3492	nm1231306	[760568]	Gabriele Albanesi
3493	nm1232317	[980180]	Edu Felistoque
3494	nm1232843	[272548]	Antoine Bardou-Jacquet
3495	nm12331706	[363978]	Chenna Narayana
3496	nm1233327	[69651]	Abdul Majith
3497	nm12334780	[635897]	I. Kolyada
3498	nm1234012	[765822, 554375, 393764, 46675]	Julien Rambaldi
3499	nm1234013	[87558]	Pierre Rambaldi
3500	nm12344660	[92647]	Phillip Argeadson
3501	nm1234631	[545925, 82028]	Arne Toonen
3502	nm1234893	[34813, 201759]	Sylvain White
3503	nm1235483	[99880]	John Shank
3504	nm12356659	[795906]	Moumouni Sanou
3505	nm12359884	[629028]	Kim Hyeong-joo
3506	nm12370292	[883870]	Noémie Lefort
3507	nm1237224	[347096, 321068]	Anne K. Black
3508	nm1238086	[71883]	Takeshi Koike
3509	nm1238441	[334372]	Osamu Nabeshima
3510	nm1239959	[46304]	Yûji Yamaguchi
3511	nm1242054	[339988]	James Ponsoldt
3512	nm1242172	[582903]	Rúnar Rúnarsson
3513	nm1242455	[23702]	Suparn Varma
3514	nm1243740	[471514]	Kim Nguyen
3515	nm1245306	[80741]	Shin Misawa
3516	nm1245378	[31967]	Jong-Sik Nam
3517	nm1245382	[418433, 117416]	Sandra Nashaat
3518	nm1245435	[216580]	Michael S. Ojeda
3519	nm1246883	[57916, 85249]	Mac Alejandre
3520	nm1248526	[232047]	Bojan Vuk Kosovcevic
3521	nm1249411	[622832]	Xiaolu Xue
3522	nm1249945	[296690]	Shaad Ali
3523	nm1250535	[382751]	Udi Aloni
3524	nm1250603	[44159]	Shoja Azari
3525	nm1252362	[474444]	Bertrand Mandico
3526	nm1252585	[367012]	Dino Mustafic
3527	nm1252622	[44159]	Shirin Neshat
3528	nm1252650	[499113]	Marcelo Novais Teles
3529	nm12528427	[988234]	Sophie Osbourne
3530	nm12528436	[1025576]	Nikita Vlasov
3531	nm1253004	[23729]	Anders Riis-Hansen
3532	nm1253076	[254886]	Norman Ruiz
3533	nm1253546	[285692]	Syllas Tzoumerkas
3534	nm12536127	[828827]	Thu Pa Saravanan
3535	nm1253760	[14818, 249612, 249635]	Chalerm Wongpim
3536	nm12538798	[56328]	William Darvill
3537	nm1254500	[379305]	Jaime Falero
3538	nm12550847	[925876]	Sreenivasan
3539	nm1255755	[787868]	Benjamin Euvrard
3540	nm12560062	[964831]	Martin Jauvat
3541	nm1256143	[463272]	David Kerr
3542	nm1256756	[61901]	Antoine Charreyron
3543	nm1257058	[16402]	Takuji Endo
3544	nm1257087	[43617]	Yves Fajnberg
3545	nm1257259	[430916, 59015]	Fabrice Gobert
3546	nm1257492	[500909, 406535, 80115]	Radu Jude
3547	nm1257564	[200770]	Tsugumi Kitaura
3548	nm1258686	[660120, 401898, 157827]	Joachim Trier
3549	nm1258777	[660942]	Eskil Vogt
3550	nm12593052	[950526]	Augusto Soares
3551	nm1259604	[33107]	Marcos Efron
3552	nm1262382	[465274]	Christian Delage
3553	nm1263285	[254251]	David Codeglia
3554	nm1264352	[35019, 205588]	Susanna White
3555	nm1264481	[845861]	Ken Ghosh
3556	nm1265451	[506053]	Cheng-Kuo Yen
3557	nm1266087	[521092]	François-Régis Jeanne
3558	nm1266372	[41613]	Adam Bhala Lough
3559	nm12667379	[559974, 513692]	Shane Comley-White
3560	nm1266768	[65766]	David Pinillos
3561	nm1266812	[731676, 617200]	Rako Prijanto
3562	nm1266863	[28282]	Ben Rekhi
3563	nm1266897	[460458]	Johannes Roberts
3564	nm1267084	[83238]	Saïd Smihi
3565	nm1267452	[20986]	Akitoshi Yokoyama
3566	nm1267707	[892515, 604563, 595975, 431937]	Nicolas Bedos
3567	nm1268982	[833419, 616207]	Vesela Kazakova
3568	nm12693240	[891445]	Mallidi Vasishta
3569	nm1270033	[911129, 475210]	David M. Rosenthal
3570	nm1270504	[27079]	A.W. Vidmer
3571	nm1271233	[224076, 305044]	Garrett Batty
3572	nm1271328	[1030210, 99389]	Michale Boganim
3573	nm1271463	[324604]	Mark Chervinsky
3574	nm1271759	[456164]	Sara Forestier
3575	nm1271801	[432937]	Jianyong Guo
3576	nm1271987	[233355]	Quark Henares
3577	nm1272284	[660958, 266062]	Philippe Lacôte
3578	nm1272499	[778819]	Anders Matthesen
3579	nm1272773	[8982, 9316, 15003, 589225, 82469, 110552]	Prachya Pinkaew
3580	nm1272853	[740844, 589181, 381353]	Julien Rappeneau
3581	nm1274199	[837399]	Danny Patrick
3582	nm1274203	[566675]	Martín Rosete
3583	nm12758753	[716831]	Siyu Cheng
3584	nm12771645	[846983]	Laurent Geslin
3585	nm1278095	[293951]	Junjie Zhai
3586	nm1279773	[166178]	David Ismalone
3587	nm1279812	[64845]	Man-bae Jeon
3588	nm1279950	[31162]	Dmitriy Kiselev
3589	nm1281881	[79102]	A. Blaine Miller
3590	nm1282158	[122528]	Hyeon-jeong Kim
3591	nm1282415	[964917, 592782, 396917]	Olivier Babinet
3592	nm1282690	[483368]	Diane Cheklich
3593	nm12830251	[858892]	Siyao Zhou
3594	nm1283651	[16074, 364324, 83277, 121878]	Chuan Lu
3595	nm1283911	[518496]	Camille Vidal-Naquet
