director	nombre	primaryName
nm0078416	1	Renaud Bertrand
nm0958558	2	Andrzej Zulawski
nm0670152	1	Baltasar Pedrosa
nm2074173	1	Atil Inaç
nm1981808	1	Taweewat Wantha
nm0733821	1	Luís Filipe Rocha
nm0016900	2	Karin Albou
nm0950593	2	Yoo-jin Kim
nm0952726	1	Chris Zamoscianyk
nm0501335	1	Jean Lemire
nm2011753	1	Thierry Piantanida
nm2177685	2	Thierry Ragobert
nm1051346	1	Rie Rasmussen
nm0437747	1	Nirattisai Kaljareuk
nm1033529	1	Pongpat Wachirabunjong
nm0708385	1	Steven Ramirez
nm0305558	1	Gael García Bernal
nm2544586	1	Kôsuke Kobayashi
nm3190380	2	Keizô Kusakawa
nm2900689	1	Kôta Okuno
nm0903137	2	Margarethe von Trotta
nm2088654	1	Piotr Uklanski
nm0643422	2	Michael Oblowitz
nm0855843	2	Jessy Terrero
nm2416998	1	Dmitriy Korobkin
nm2613084	2	Luc Vinciguerra
nm0896139	1	Paulette Victor Lifton
nm1056120	1	Tak Sakaguchi
nm1949943	1	Will Canon
nm0084059	1	Gregg Bishop
nm0000241	1	Jean-Claude Van Damme
nm1292366	1	Andrew Gernhard
nm1026455	1	Shannon Young
nm0948488	1	Hiromasa Yonebayashi
nm1061989	1	Udo Blass
nm0739787	2	Bruno Romy
nm0711807	1	George Ratliff
nm0875354	1	Shin'ya Tsukamoto
nm3241061	2	Chad Burns
nm0837661	1	Steve Suissa
nm0867210	2	Kelvin Tong
nm2553391	1	Tôru Ichikawa
nm1030526	2	Sang-man Kim
nm2495566	1	Ho-Young Kwon
nm1078935	1	Philippe Locquet
nm1568080	1	Jasmin Durakovic
nm0617523	1	Måns Mårlind
nm0825407	1	Björn Stein
nm0681617	1	Picha
nm1325469	1	Christophe Campos
nm0733886	2	Eric Rochant
nm0598321	1	Alain Monne
nm0956454	2	Jean-Jacques Zilbermann
nm0320762	1	Hippolyte Girardot
nm0632354	1	Nonzee Nimibutr
nm0063806	1	Richard Bean
nm1659906	1	Javier Fuentes-León
nm1519353	1	Tom Six
nm0632716	1	Mizuho Nishikubo
nm1802196	1	Andrey Kavun
nm1680265	1	Mikhail Khleborodov
nm0343185	1	Wolfgang Groos
nm1729171	1	Noam Murro
nm3115689	1	Caroline du Potet
nm3116106	1	Éric du Potet
nm0350597	2	Isabelle Czajka
nm2153361	1	Kim Kyoo-tae
nm0939236	1	Manfred Wong
nm2053050	1	Hugues Martin
nm3425417	1	Sandra Martin
nm0233123	4	Valérie Donzelli
nm0452696	1	Yoshiji Kigami
nm1455688	1	Julie Anne Robinson
nm0386411	1	Makoto Yokoyama
nm1039140	1	Masayuki Suzuki
nm2371817	2	Bernard Bellefroid
nm0318795	1	Stuart Gillard
nm1699679	1	Mustafa Sevki Dogan
nm0469813	1	Tony Krantz
nm0210218	1	Maria de Medeiros
nm0326937	5	Miguel Gomes
nm0501359	1	Darren Lemke
nm0431185	1	Thierry Jousse
nm0661875	1	K.C. Park
nm2253562	1	Nam-ki Kwon
nm0704710	1	Denis Rabaglia
nm0432380	1	Miranda July
nm0918876	1	Straw Weisman
nm0295384	1	Tamara Friedman
nm0325146	1	Andy Goldberg
nm0746984	1	David Roy
nm0878716	1	Jonathan Tydor
nm0955175	1	Barry Zetlin
nm0418659	1	Eugene Jarecki
nm1427844	1	Gary Ellis
nm0482542	1	Sophie Laloy
nm0111379	2	Jean-Stéphane Bron
nm0777498	1	Louie Schwartzberg
nm3085823	1	Florent de La Tullaye
nm0516384	1	Terry Loane
nm0007142	1	William Wesley
nm0611932	1	Peter Mullan
nm1714255	1	Elliott Lester
nm0386312	1	Hideyuki Hirayama
nm0712995	1	Sandrine Ray
nm0868643	1	Fina Torres
nm1768263	2	Alix Delaporte
nm1600822	1	Bernard Jeanjean
nm0083761	1	Bill Birrell
nm0692770	1	Vlasta Pospísilová
nm1037515	1	David Sukup
nm2481749	1	Kristina Dufková
nm1671983	1	Ahmad Nader Galal
nm0002699	1	Xavier Koller
nm12538798	1	William Darvill
nm0135952	1	Nae Caranfil
nm0391557	1	Richard Holm
nm3206815	1	Hyeok-jae Kwon
nm5570100	1	Seung-Hyeun Jin
nm0538977	1	Jacques Malaterre
nm0233393	1	Olivier Doran
nm1481060	3	Léa Fazer
nm0647438	2	Ermanno Olmi
nm1865534	1	Mohamed Al Daradji
nm1672969	1	J.-P. Valkeapää
nm0442479	1	Satish Kaushik
nm0094137	1	Federico Bondi
nm0169135	1	Miguel Cohan
nm0155295	1	Kuo-Fu Chen
nm1194496	1	Stevan Filipovic
nm0593986	1	Darko Mitrevski
nm0855613	2	John Terlesky
nm1422080	1	Blake Van de Graaf
nm1542818	1	Benoît Pétré
nm3008980	1	Debs Paterson
nm2056306	3	Alexandre Coffre
nm2909436	1	Preecha Songsakul
nm0813439	1	Julia Solomonoff
nm0721219	2	Tony Y. Reyes
nm0157337	1	Guido Chiesa
nm0064394	1	Jean Beaudin
nm0747690	2	Brigitte Roüan
nm1485668	1	Nicolas Alberny
nm1651740	1	Jean Mach
nm0452022	1	Kireet Khurana
nm0596403	1	Andrea Molaioli
nm0182459	1	Saverio Costanzo
nm0894787	1	Giovanni Veronesi
nm1509478	2	Benny Safdie
nm1343394	2	Josh Safdie
nm0284553	1	Darryl Fong
nm0740213	1	Darrell Roodt
nm0156432	1	Tung Cho 'Joe' Cheung
nm0923768	1	Anne Wheeler
nm0882403	3	Jamshed Usmonov
nm2710633	1	Nora Hamdi
nm0047047	1	Jo Baier
nm2120994	1	Zübeyr Sasmaz
nm4069612	2	Wuershan
nm3035239	1	Evan Glodell
nm0070867	1	Shyam Benegal
nm0845207	1	Jorge Sánchez-Cabezudo
nm1012219	1	Hae-sung Song
nm0156152	1	Jean-Julien Chervier
nm0046900	1	Abdelkrim Bahloul
nm0782213	2	Santiago Segura
nm0080324	2	Pooja Bhatt
nm0803350	1	Sangeeth Sivan
nm0140638	2	Christine Carrière
nm0566833	1	Craig McCracken
nm0640334	2	Gavin O'Connor
nm1672062	1	Jeong-won Shin
nm1212903	2	Benedek Fliegauf
nm4141412	1	Rie Matsumoto
nm0946157	2	Filipp Yankovskiy
nm0169621	1	Michaël Cohen
nm0000158	1	Tom Hanks
nm1701255	1	Radha Mohan
nm1662721	1	Arash T. Riahi
nm0426059	2	Rian Johnson
nm0510816	1	Jean-Pierre Limosin
nm0312784	1	Fabrice Genestal
nm0126878	1	Laurent Bénégui
nm0039903	1	Eric Assous
nm1068982	1	Claude Desrosiers
nm1410989	1	Philippe Gagnon
nm1126519	1	Evgeniy Lavrentev
nm2974769	1	Ahmed al-Gendy
nm1991486	1	Maryam Keshavarz
nm1943023	1	Lasse Järvi
nm1057019	1	Pete Schuermann
nm0460120	1	Nicolas Klotz
nm0597664	1	Florence Moncorgé-Gabin
nm0563220	1	Zola Maseko
nm0103187	1	Dan Bradley
nm0728063	1	Adam Ripp
nm0126598	1	Jirí Barta
nm0771715	1	Vivian Schilling
nm0008360	1	Masashi Abe
nm1471518	1	Takao Abo
nm3440248	1	Takahiro Harada
nm0386302	1	Tomohiro Hirata
nm1536019	1	Kazuya Miura
nm2263726	1	Kazuo Sakai
nm2202247	1	Yasutake Ôkawara
nm0257775	2	Anders Engström
nm0767339	1	Mark Savage
nm0522612	1	Anthony Lover
nm0557267	1	Olivier Masset-Depasse
nm1913302	1	Manish Gupta
nm0821406	1	Nick Stagliano
nm0862312	2	Denis Thybaud
nm0222545	2	Michel Deville
nm1086937	1	Zep
nm0550071	2	Laïla Marrakchi
nm0265852	1	Philippe Falardeau
nm0000272	1	Fanny Ardant
nm0299923	1	Richard Gabai
nm1256756	1	Antoine Charreyron
nm0200436	1	Cosima Dannoritzer
nm0125728	1	Anton Sivers
nm0563473	1	Carlo Mazzacurati
nm2161247	3	Paco Cabezas
nm0347552	1	Graham Guit
nm0299677	4	René Féret
nm0219156	1	Jean-Pierre Denis
nm1488578	1	Alain Tixier
nm0028764	1	Mark Andrews
nm0152312	1	Brenda Chapman
nm0700760	1	Steve Purcell
nm0281508	4	Ruben Fleischer
nm0789054	1	Ian Sharp
nm0766220	1	Jun'ya Satô
nm0244967	1	Claude Duty
nm0535351	1	Tetsu Maeda
nm0765477	1	Paul Sarossy
nm0000809	3	Daniel Auteuil
nm0821815	1	Nikolai Stambula
nm0040286	1	Alexander Atanesyan
nm0434153	1	Roman Kachanov
nm0423626	2	Rowan Joffe
nm1391682	1	Rohan Sippy
nm1224554	1	Vladan Nikolic
nm0006518	1	Darin Ferriola
nm0914386	1	Peter Watkins
nm0614025	1	Atsushi Muroga
nm0037597	1	Diego Arsuaga
nm4005313	1	Olivier Boillot
nm2726915	1	Adam Brooks
nm2860882	1	Jeremy Gillespie
nm2377041	1	Matthew Kennedy
nm2725627	2	Steven Kostanski
nm2861974	1	Conor Sweeney
nm1377076	1	Benjamin Gourley
nm4579146	1	Matt Lang
nm0246159	1	Nana Dzhordzhadze
nm1359360	3	Dharani
nm4571174	1	Sai Ramani
nm0581903	2	Dmitriy Meskhiev
nm1785320	2	Sophie Letourneur
nm1318819	1	Ezhil
nm1386816	1	Azhagam Perumal
nm0433588	1	Óskar Jónasson
nm1029087	1	Djo Munga
nm0465617	1	Will Koopman
nm0671060	1	Jean Pellerin
nm0905081	1	Ntshaveni Wa Luruli
nm0581170	1	Christian Merret-Palmair
nm0491774	1	Yves Lavandier
nm0758005	1	Lyès Salem
nm0727754	1	Carl Rinsch
nm0520488	2	Phil Lord
nm0588087	2	Christopher Miller
nm0699675	1	Mikhail Ptashuk
nm0603446	2	Yolande Moreau
nm0691953	1	Gilles Porte
nm0361409	1	François Hanss
nm7063887	1	Se-Yeong Lee
nm1279812	1	Man-bae Jeon
nm0533145	1	David Mackay
nm0951206	1	Brian Yuzna
nm0771079	1	Leo Scherman
nm0910609	1	Jeanne Waltz
nm2943498	1	Takayuki Kagawa
nm1933078	1	Hiroyuki Kawasaki
nm0891556	1	Jean Veber
nm1220246	3	Bala
nm1767178	1	Farid Kamil
nm0580101	2	Kad Merad
nm1266768	1	David Pinillos
nm0191109	1	José Luis Cuerda
nm0728048	1	Maria Ripoll
nm0706485	3	Raghava Lawrence
nm0677321	1	Nicholas Peterson
nm0826259	2	Lionel Steketee
nm2660604	1	Thomas Ngijol
nm0471452	2	Suresh Krishna
nm0352032	3	Kamal Haasan
nm0351021	1	Beto Gómez
nm0478713	2	Jean-Claude La Marre
nm0005846	1	Gernot Roll
nm2356415	1	Akshat Verma
nm0343503	1	Terence Gross
nm13408517	1	Nopporn Wartin
nm2207776	1	Nopporn Watin
nm1615913	1	Kiefer Liu
nm0439748	2	Sam Karmann
nm1077873	1	Thierry Schiel
nm4696890	1	Veerabhadram
nm0567620	2	John Michael McDonagh
nm2093636	1	Frédéric Guillaume
nm2546002	1	Samuel Guillaume
nm1077663	2	Benoît Philippon
nm3029976	1	Min-suk Kim
nm1070014	2	Cheol-kwan Park
nm0088955	2	Neill Blomkamp
nm4235612	1	Tadeusz Król
nm0296829	2	Serge Frydman
nm1086128	1	Byeong-jin Min
nm1411667	1	Kaaren Kaer
nm0514247	1	David Lister
nm1701267	2	Sarann
nm2668534	1	Saravana Subaiya
nm2670388	1	Singampuli
nm1077277	2	N. Maharajan
nm1757677	1	Manoj Kumar
nm0035018	2	Arjun Sarja
nm4029254	2	Mithran Jawahar
nm3608198	1	Subramaniam Siva
nm1011997	1	Kasthuri Raja
nm10038581	1	V.V. Kathir
nm2081862	2	Major Ravi
nm1417119	3	Ameer Sultan
nm4818364	1	Brindha Sarathy
nm1773587	3	S.P. Jhananathan
nm6314940	2	N. Kalyanakrishnan
nm14302806	1	V. Yokaanand
nm1560941	1	Dinesh Shailendra
nm2569785	1	Balasekaran
nm1913036	1	Seeman
nm1167656	1	Silambarasan Rajendar
nm4062141	2	A. Venkatesh
nm2015765	1	Vincent Selva
nm1233327	1	Abdul Majith
nm1685252	1	Ramana
nm1475260	1	Balaji Sakthivel
nm1922191	1	V.Z. Dhorai
nm2634035	1	Marco Villamizar
nm1592494	1	Eric Gutierrez
nm1667112	1	John Will Clay
nm2571852	2	Turner Clay
nm1367563	1	mink
nm5543184	1	Aaron Lieber
nm2149571	1	Adamo P. Cultraro
nm10700391	2	Marian Crisan
nm3598831	1	Vasu Varma
nm0691061	2	Jim Wynorski
nm1077275	1	Julien Magnat
nm0878763	1	Morten Tyldum
nm0711915	1	Helvecio Ratton
nm0477823	1	Ulrich Köhler
nm1085012	1	Garrett Brawith
nm0190890	1	Jean Cubaud
nm0847294	1	Shinji Takamatsu
nm0121845	1	Robert Burke
nm0938660	1	Ron Wolotzky
nm0136128	1	Julien Carbon
nm0183837	1	Laurent Courtiaud
nm0948950	1	Yoshishige Yoshida
nm0329755	1	Chris Gorak
nm1334961	1	Pablo José Meza
nm4476118	1	Lim Chan-ik
nm1630273	1	Phyllida Lloyd
nm1566899	1	Emre Sahin
nm0078762	1	Carl Bessai
nm0094625	1	Jesús Bonilla
nm0299396	1	Sylvain Fusée
nm1238086	1	Takeshi Koike
nm0411539	1	Puneet Issar
nm1662689	1	Mariana Chenillo
nm0006954	1	Pierre Schoendoerffer
nm6788406	1	Julian Y. Wolff
nm2861436	1	Sean Kirkpatrick
nm0774037	1	Susanne Schneider
nm0376006	1	Anthony Hemingway
nm1668634	1	Prakash Kovelamudi
nm0160840	2	Jon M. Chu
nm0299697	1	Ivan Fíla
nm0200500	2	Pepe Danquart
nm1919812	1	Patrice Pooyard
nm2213371	1	Jon D. Wagner
nm0392319	1	Marius Holst
nm0382054	1	Jon Hewitt
nm0006856	1	José Luis López-Linares
nm0727954	1	Javier Rioyo
nm0104973	1	Michael Brandt
nm0373154	1	Rob Hedden
nm1556115	1	Susumu Kudô
nm0006554	1	Rodrigo García
nm2296828	1	Esmir Filho
nm1802151	1	Xiaolu Guo
nm1335080	1	Najwa Najjar
nm1026530	2	Jonathan Ford
nm1360702	1	Stéphane Rybojad
nm4734730	1	Un Cho
nm0674543	1	Laurent Perreau
nm0487458	1	Jérôme Laperrousaz
nm1306200	2	Pascal Plisson
nm2069076	1	Pascal Jardin
nm2766748	1	Jai-hong Juhn
nm4538096	1	Park In-je
nm0108447	1	Manon Briand
nm0136255	1	Carlos Carcas
nm1013662	1	Norberto López Amado
nm0859707	1	Harry Thomason
nm3370930	1	Takashi Kubota
nm0846092	1	Kamal Tabrizi
nm3284014	1	Antoine Delesvaux
nm0535340	2	Mahiro Maeda
nm2791155	3	Kiyotaka Suzuki
nm1857340	1	Reg Traviss
nm0566788	1	Mike McCoy
nm0915304	2	Scott Waugh
nm0631590	1	Johan Nijenhuis
nm1980747	1	Aaron Harvey
nm0631799	1	Nikos Nikolaidis
nm0102516	1	Serge Bozon
nm0004124	1	Laurent Herbiet
nm1136112	1	Martial Fougeron
nm0851930	2	Alan Taylor
nm0004306	1	George Miller
nm7476675	1	Tao Hai
nm11754242	1	Wei Li
nm0849286	1	Guoqiang Tang
nm0955377	1	Li Zhang
nm0000329	2	Jackie Chan
nm0218252	1	Richard Dembo
nm0766112	2	Akan Satayev
nm1810839	1	Laurent Nègre
nm0000206	1	Keanu Reeves
nm4241449	1	M. Sasikumar
nm1100028	1	Vangelis Seitanidis
nm3546445	2	Tarun Gopi
nm3963944	1	Boopathy Pandian
nm2076163	1	Chad Schaffler
nm0402317	1	Tom Hunsinger
nm0402980	1	Neil Hunter
nm0270830	1	Raphael Fejtö
nm3742814	1	Sylvain Estibal
nm2055634	1	Hee-chang Son
nm0013041	1	Gabriel Aghion
nm2826089	1	Patrick McBrearty
nm1319671	1	Gerardo Naranjo
nm0798062	1	Karine Silla
nm0378730	1	Bruno Herbulot
nm0667937	1	Michael Pavone
nm1386500	1	Declan Mulvey
nm0615814	1	Victoria Muspratt
nm0146760	1	Alain Cavalier
nm0639033	1	Petter Næss
nm0039294	1	Gillian Ashurst
nm0530756	1	Roger Gnoan M'Bala
nm0688544	2	Manuel Poirier
nm0794234	1	Eyal Shiray
nm0018032	1	Cosimo Alemà
nm0409561	1	Eva Ionesco
nm0387828	1	Christoph Hochhäusler
nm0991965	1	C. Arunpandian
nm1342923	1	Lalit Marathe
nm0002010	1	Christian Clavier
nm0496622	1	Mathias Ledoux
nm0772207	1	Markus Schleinzer
nm0679925	1	Christian Philibert
nm0100509	1	Haim Bouzaglo
nm0545019	1	Jean Marboeuf
nm0418621	2	Frédéric Jardin
nm0011104	1	Julian Adams
nm1281881	1	A. Blaine Miller
nm0105317	1	Patrick Braoudé
nm0161247	1	Kai-Cheung Chung
nm4575677	1	Yoichi Mori
nm1212112	1	Drew Johnson
nm0001214	1	Mike Figgis
nm0579954	1	Jirí Menzel
nm0705535	1	Michael Radford
nm2474072	1	Skip Shea
nm3213296	1	Özcan Alper
nm0780782	1	Mike Sears
nm0394756	1	Olivier Horlait
nm0473095	1	Waldemar Krzystek
nm1293403	1	Rafael Lewandowski
nm4092503	1	Pascal Serieis
nm0763271	1	Antoine Santana
nm1724912	1	Carlos Therón
nm3155184	1	Michael Morrissey
nm0879513	1	Lauri Törhönen
nm0871121	1	Antonio Trashorras
nm1020249	1	Kazuya Murata
nm2463335	1	Shingo Natsume
nm3238903	1	Akira Hirose
nm0918792	1	Gabe Weisert
nm1391641	1	Toranong Srichua
nm0434633	1	Shigenori Kageyama
nm1245306	1	Shin Misawa
nm0799302	2	Lloyd A. Simandl
nm2376921	1	G.R. Krishna
nm2375084	1	J.V.V. Sathyanarayana
nm2517839	1	Paruchuri Murali
nm0002120	1	Lasse Hallström
nm3114539	1	Swarna Subba Rao
nm0885537	3	Krishna Vamsi
nm0419680	3	Jayant Paranji
nm2060470	2	Sriwass
nm0044584	1	Gopal B.
nm0709056	2	Peter Ramsey
nm1591341	1	Alrick Brown
nm0953130	1	Krzysztof Zanussi
nm0211934	1	Thomas De Thier
nm2399853	1	Nobuo Mizuta
nm2030556	1	Barry Battles
nm0497416	1	Hyun-seung Lee
nm0236729	1	Srdjan Dragojevic
nm1059152	1	Je-hyeon Park
nm0150897	1	Fruit Chan
nm0910852	3	Chao Wang
nm1140492	1	James Mather
nm1908892	1	Steve Saint Leger
nm0487166	2	Yorgos Lanthimos
nm3894644	1	Sai Kiran Adivi
nm0675387	1	Jean-Luc Perréard
nm0026000	1	Ed Anders
nm0150894	1	Frankie Chan
nm0936464	3	Frederick Wiseman
nm0557218	1	Kim Massee
nm0182276	2	Pedro Costa
nm0934684	1	Kathrine Windfeld
nm0213450	1	Dean DeBlois
nm0552786	1	Michael Martin
nm0661001	1	Fausto Paravidino
nm0895835	2	Daniele Vicari
nm2697540	2	Óscar Ruiz Navia
nm2129584	1	Hwang Byeong-guk
nm0015533	2	Barmak Akram
nm2297588	1	Komsan Treepong
nm1376035	1	Tolga Örnek
nm0599214	1	João César Monteiro
nm1267084	1	Saïd Smihi
nm1870725	1	Nicolas Brossette
nm0118348	1	Douglas Buck
nm0320546	1	Buddy Giovinazzo
nm0974085	1	David Gregory
nm0403963	1	Karim Hussain
nm0440948	1	Jeremy Kasten
nm0767741	1	Tom Savini
nm0822582	1	Richard Stanley
nm0769703	1	Eric Schaeffer
nm4655394	1	Anjana
nm4644611	1	Anjana Ali Khan
nm0683531	1	Marie Pillet
nm0007439	1	Douglas Aarniokoski
nm1515266	1	Jean-Baptiste Léonetti
nm1016428	1	James Marsh
nm1290515	1	Antonio Campos
nm2572627	1	Colin Theys
nm2485488	1	Johnny Hickey
nm1098586	1	Ra'up McGee
nm5459179	1	Fung-Bok Lee
nm1186589	1	Chi-Man Wan
nm1437189	3	Sriram Raghavan
nm1349318	1	Sajid Khan
nm2260731	1	Kunal Deshmukh
nm1160749	1	Sampson Yuen
nm0868650	1	Gabe Torres
nm1045686	1	Tae-won Jeong
nm1825141	2	Cristián Jiménez
nm0844333	1	Malgorzata Szumowska
nm0002167	1	Gianni Amelio
nm2209378	1	Zhang Lu
nm2201223	1	Juan Felipe Orozco
nm1834233	1	Ahmed Saleh
nm3816090	1	Naoki Kubo
nm1101793	1	Terry Ito
nm0009414	1	Moussa Sene Absa
nm0009765	2	Laurent Achard
nm0000517	1	Terrence Malick
nm1234013	1	Pierre Rambaldi
nm0619177	1	Masahiko Nagasawa
nm0108094	1	Eric Brevig
nm0498108	1	Robert Lee
nm1147588	1	Faruk Aksoy
nm2157377	1	Frankie Latina
nm2244088	1	Valérie Massadian
nm1488305	1	Michael Shaowanasai
nm0383692	1	Higuchinsky
nm0408006	1	Yasuhiro Imagawa
nm0969998	1	Assad Raja
nm0013650	1	Tikoy Aguiluz
nm1015191	1	Frédéric Louf
nm1504063	1	Wang Bing
nm0124089	1	Andrew Bush
nm1401411	1	Mike Wallis
nm2819316	1	Geoffrey Fletcher
nm0438846	1	Menelaos Karamaghiolis
nm0386382	1	Ryûichi Hiroki
nm1947983	3	Hajime Hashimoto
nm5293512	1	Yoo-sik Hwang
nm0037074	1	Attila Árpa
nm0448900	1	Chris Kentis
nm0490582	1	Laura Lau
nm2587497	1	Seong-gyun Park
nm0220895	1	Juan Carlos Desanzo
nm12344660	1	Phillip Argeadson
nm0153999	1	Philippe Chatel
nm2123102	2	Eran Creevy
nm0891114	1	Tom Vaughan
nm0500977	2	Philippe Lellouche
nm1358030	1	Jean-Christophe Lie
nm4834537	1	Andrew Oudot
nm0608936	1	Craig Moss
nm0514626	1	Mark Anthony Little
nm0398871	1	David Wu
nm0001125	1	Benicio Del Toro
nm0536632	1	Sharon Maguire
nm15651330	1	Elia Schneider
nm0773790	1	Elia K. Schneider
nm3611504	1	Diego Hallivis
nm2448988	1	Emmanuelle Millet
nm1636733	1	Vitaliy Vorobyov
nm3564996	1	Oliver Hermanus
nm2035216	1	Alexandre Courtès
nm2346733	1	Brooks Hunter
nm0230352	1	Walter Doehner
nm0874096	2	Fernando Trueba
nm4765503	1	Arnaud Duprey
nm0917669	2	Te-Sheng Wei
nm0735705	1	Alberto Rodríguez
nm3952099	1	Adam Traynor
nm0711512	1	Gábor Rassov
nm4847060	1	Emanuele De Santi
nm0514897	1	Bingjian Liu
nm1622369	1	Frédéric Lepage
nm2019517	1	Cyril Mennegun
nm1012100	1	Dain Said
nm1235483	1	John Shank
nm0604169	1	Rodrigo Moreno
nm2707062	1	Nick Chamberlin
nm0838526	1	Sabiha Sumar
nm1509549	1	Mischa Webley
nm2000594	1	David Barras
nm1630654	1	Inon Shampanier
nm0032521	1	Serik Aprimov
nm0793840	1	Akiyuki Shinbô
nm3590210	1	Baljit Singh Deo
nm2148889	1	Aleksey Andrianov
nm0001064	1	Jason Connery
nm0904406	1	Srdjan Vuletic
nm1965378	1	José Luis Torres Leiva
nm0649117	1	Niels Arden Oplev
nm1161979	1	Eduardo Rodriguez
nm0834902	1	Robert Stromberg
nm4139472	1	Afonso Poyart
nm1758272	1	Roy Stuart
nm1329170	1	Martin Valente
nm0218843	1	Mathieu Demy
nm1964923	1	Habib Faisal
nm1448482	3	Brett Kelly
nm2172930	1	William Wedig
nm0634811	1	Omid Nooshin
nm8769457	1	Ridoin El Aissati
nm0994520	1	Alicia Duffy
nm0403101	1	Hermine Huntgeburth
nm0599004	1	Cesar Montano
nm2262560	1	Vishal Mahadkar
nm1573943	1	Phillip Montgomery
nm1318102	1	Samuel Fischer
nm2573820	1	David Dusa
nm5225025	1	Kim Jin-won
nm2636139	1	Maya Kenig
nm0498898	1	Philippe Lefebvre
nm0486188	1	Rémi Lange
nm0546008	1	Paula Markovitch
nm1126823	1	Artan Minarolli
nm0708545	1	Alfredo Ramos
nm2360545	1	Pepe Diokno
nm0752110	1	Chandran Rutnam
nm6318383	1	Cédric Dupuis
nm0603090	1	Laura Morante
nm1773757	1	Bedabrata Pain
nm1698571	2	Evan Goldberg
nm0736622	2	Seth Rogen
nm3124542	1	David Palmer
nm0006931	1	J.R. Bookwalter
nm0444245	1	Robert Kechichian
nm0924149	1	Graeme Whifler
nm1435267	1	Roland Edzard
nm0673829	2	Vladimir Perisic
nm4786786	1	Grant Hamilton
nm0787668	1	Karen Shakhnazarov
nm1360920	1	Erik Richter Strand
nm0439137	1	William Karel
nm2458644	1	Pierre Duculot
nm4731372	1	Yoko Ikeda
nm4307034	1	Sakthi Chidambaram
nm0605641	1	Toshiyuki Morioka
nm0594455	1	Takeshi Miyasaka
nm1785658	1	Maksim Korostyshevsky
nm0676248	1	Fred Olen Ray
nm0473549	3	Toshiyuki Kubooka
nm5317175	1	Hirochika Muraishi
nm0865548	1	Shin Togashi
nm2308502	1	Adaora Nwandu
nm0386185	1	Toshiki Hirano
nm1016096	2	Steven Foster
nm4986697	1	Seon-ho Wu
nm0816090	1	Barnaby Southcombe
nm0707952	1	Kodi Ramakrishna
nm0223485	2	Guddu Dhanoa
nm1669021	1	Tae Keun Ahn
nm0722946	1	Ricardo Ribelles
nm3442103	1	Chakri Toleti
nm0856500	1	Sylvie Testud
nm0849290	1	Billy Hin-Shing Tang
nm0633106	1	Eeshwar Nivas
nm15176828	1	Hasib Muhammad
nm0009302	1	Hadi Abrar
nm0440604	2	Anurag Kashyap
nm3720444	1	Arnab Chaudhuri
nm5072933	1	Pavan Buragohain
nm0706953	1	K.K. Raina
nm0080278	1	Vijay K. Bhaskar
nm3765786	1	Naren
nm2496474	1	Nicolas Rey
nm0386570	1	Oliver Hirschbiegel
nm1618147	1	Hayato Date
nm4678690	1	Perry Bhandal
nm0184137	1	Olivier Coussemacq
nm3586222	1	Thiagarajan Kumararaja
nm0000431	1	Taylor Hackford
nm4871853	1	Michael Chuah
nm2108205	1	Sid Bennett
nm0150929	1	Janet Chun
nm0498213	1	Sang-woo Lee
nm0941811	1	Sönke Wortmann
nm0629151	1	Minh Nguyen-Vo
nm0876942	2	Charlotte de Turckheim
nm1955897	1	Enrique Gato
nm0003458	1	Steven R. Monroe
nm0001770	1	Fisher Stevens
nm0000425	2	Peter Greenaway
nm0528454	1	Shola Lynch
nm1141238	1	Sinisa Dragin
nm2197393	1	Isara Nadee
nm2191279	1	Putipong Saisikaew
nm0993926	1	Sakchai Seebunnak
nm1282158	1	Hyeon-jeong Kim
nm0268753	1	Anne Fassio
nm1523943	1	Sophie Lellouche
nm0575726	1	Juan Carlos Medina
nm0112456	1	Peter Brosens
nm0941017	1	Jessica Woodworth
nm1562741	1	Pascal Hérold
nm0684596	1	Lucian Pintilie
nm2040170	1	Jamie Kastner
nm0735671	1	Raúl Rodríguez Peila
nm0619109	1	Takafumi Nagamine
nm2284484	2	Gareth Edwards
nm0201949	1	Buddhadev Dasgupta
nm0128382	1	Israel Adrián Caetano
nm0609741	1	Luc Moullet
nm0952429	1	Pjer Zalica
nm0718736	1	Martín Rejtman
nm0081540	1	Susanne Bier
nm0869715	1	Moussa Touré
nm0847180	1	Nobuyuki Takahashi
nm1514932	1	Héléna Klotz
nm0396075	1	Masahiro Hosoda
nm1515311	1	Juan Carlos Maneglia
nm1516293	1	Tana Schémbori
nm0074311	1	Pablo Berger
nm2285927	1	Jason Lapeyre
nm2086668	1	Robert Wilson
nm1435889	1	Andrzej Jakimowski
nm1932706	1	Anaïs Barbeau-Lavalette
nm0196134	1	João Rui Guerra da Mata
nm1103123	1	Marcelo Gomes
nm0591129	1	Jean-Marc Minéo
nm0089502	1	Albert Pyun
nm4177196	1	Atsajun Sattakovit
nm0648421	1	Darezhan Omirbayev
nm0292211	1	Paul Fraser
nm0094789	1	Sandrine Bonnaire
nm2019707	1	Yoshinobu Yamakawa
nm0611655	1	Piotr Mularuk
nm0412838	1	Kazuyuki Izutsu
nm1950921	1	François Pirot
nm0001709	1	Til Schweiger
nm4680629	1	Christelle Raynal
nm0022790	1	Michael Althen
nm0333705	1	Dominik Graf
nm0758161	1	Pierre-Henry Salfati
nm3905802	1	Djinn Carrénard
nm0363857	1	Frank Harper
